,Unnamed: 0,Title,Author,Publication_Year,Link,Abstract,Repository,Topic_Category,Year,Country(s)
191,191,The proton radius and its relatives -- much ado about nothing?,Ulf-G. Meißner,2022-11-10,http://arxiv.org/pdf/2211.05419v1,"I summarize the dispersion-theoretical analysis of the nucleon
electromagnetic form factors. Special emphasis is given on the extraction of
the proton charge radius and its relatives, the proton magnetic radius as well
as the neutron magnetic radius. Some recent work on the hyperfine splitting in
leptonic hydrogen and on radiative corrections to muon-proton scattering is
also discussed. Some views on future studies are given.",arxiv,Physics,2022,No country is mentioned in the abstract.
192,192,Open-quantum-systems approach to in-medium heavy quarkonium dynamics,Alexander Rothkopf,2022-11-19,http://arxiv.org/pdf/2211.10676v1,"Heavy quarkonium continues to play a central role in the study of nuclear
matter under extremes of temperature and density in relativistic heavy-ion
collisions. In this talk I report on recent developments in the theoretical
description of quarkonium in-medium dynamics using the open-quantum systems
approach. Not only does it provide a clear interpretation of the imaginary part
of the complex heavy-quark potential but also reveals that a subtle interplay
between screening and wavefunction decoherence is responsible for the melting
of heavy quarkonium states.",arxiv,Physics,2022,No country is mentioned in the abstract.
193,193,Production of muons from heavy-flavour hadron decays in heavy-ion collisions with ALICE at the LHC,Bharati Naik,2022-11-24,http://arxiv.org/pdf/2211.13664v1,"Measurements of the production of muons from heavy-flavour hadron decays at
forward rapidity ($2.5 < y < 4.0$) in Pb--Pb collisions at $\sqrt{s_{\rm NN}} =
2.76$ and 5.02 TeV with the ALICE detector are presented along with the $R_{\rm
AA}$ measurements in different centrality intervals as a function of transverse
momentum, $p_{\rm T}$. Results of the measured $R_{\rm AA}$ at both energies
are shown and are compared to the different model predictions.",arxiv,Physics,2022,Switzerland
194,194,Towards microscopic optical potentials in deformed nuclei,"Andrea Idini, Jimmy Rotureau, Johan Boström, Jimmy Ljungberg, B. Gillis Carlsson",2022-11-25,http://arxiv.org/pdf/2211.14263v1,"A microscopic and consistent description of both nuclear structure and
reactions is instrumental to extend the predictivity of models calculating
scattering observables. In particular, this is crucial in the case of exotic
nuclei not yet discovered.
  In this manuscript, we will present the plan of the Lund effort for a
symmetry breaking description of bound and scattering observables using a
generator coordinate method model based on an effective Hamiltonian constrained
with a (Skyrme) functional. Following this, we will illustrate the steps to
construct an optical potential for deformed nuclei from microscopic
wavefunctions obtained with projected generator coordinate method from
Hartree-Fock-Bogoliubov basis.",arxiv,Nuclear Physics,2022,Sweden
195,195,Lee-Yang-inspired functional including contributions to fourth order in effective field theory,Jérémy Bonnard,2022-11-29,http://arxiv.org/pdf/2211.16447v1,"In the last years, a new family of energy density functionals directly
inspired by effective field theory (EFT) has been developed, among which the
ELYO (extended Lee-Yang Orsay) functional. In this paper, a new extension of
ELYO that includes the recently calculated fourth-order EFT terms is presented.
Compared to the previous version, the description of neutron-drop energies
slightly degrades for a harmonic trap $\hbar\omega =10$ MeV -- yet remaining
reasonable -- , but improves for $\hbar\omega =5$ MeV. Furthermore, the
obtained neutron effective mass agrees significantly better with
\textit{ab-initio} estimates.",arxiv,Physics,2022,Orsay
196,196,Liquid Scintillators; Technology and Challenges,Milind Vaman Diwan,2024-08-03,http://arxiv.org/pdf/2408.01820v1,"This is a brief review of liquid scintillators, an important technology for
detection of ionizing radiation. We will first review the basic mechanisms of
light production in most organic liquid scintillators. For most practical
detector applications, the scintillators need to be optimized for choices of
photosensors and compatibility with optical windows. A summary of important
past experimental projects with liquid scintillators is provided. We will
complete the review with a list of modern practices, particularly of metal
doping, and development of water based hybrid materials that allow simultaneous
detection of Cherenkov and scintillation light.",arxiv,Physics,2024,No country is mentioned in the abstract.
197,197,A discrete-time survival model to handle interval-censored covariates,"Avi Kenny, Stephen Olivier, James P. Hughes, Mark J. Siedner",2024-08-14,http://arxiv.org/pdf/2408.07738v1,"Methods are lacking to handle the problem of survival analysis in the
presence of an interval-censored covariate, specifically the case in which the
conditional hazard of the primary event of interest depends on the occurrence
of a secondary event, the observation time of which is subject to interval
censoring. We propose and study a flexible class of discrete-time parametric
survival models that handle the censoring problem through joint modeling of the
interval-censored secondary event, the outcome, and the censoring mechanism. We
apply this model to the research question that motivated the methodology,
estimating the effect of HIV status on all-cause mortality in a prospective
cohort study in South Africa.",arxiv,Statistics,2024,South Africa
198,198,Levelized Cost of Energy for PV and Grid Scale Energy Storage Systems,"Chun Sing Lai, Malcolm D McCulloch",2016-09-20,http://arxiv.org/pdf/1609.06000v1,"With the increasing penetration of renewable energy sources and energy
storage devices in the power system, it is important to evaluate the cost of
the system by using Levelized Cost of Energy (LCOE). In this paper a new
metric, Levelized Cost of Delivery (LCOD) is proposed to calculate the LCOE for
the energy storage. The recent definitions in LCOE for renewable energy system
has been reviewed. From fundamental principles, it is demonstrated that there
is a need to introduce a new method to evaluate LCOE of the system as the
conventional LCOE is not applicable for renewable energy storage systems. Three
years of solar irradiance data in Africa collected from Johannesburg and the
national load data from Kenya are obtained for case studies. The proposed cost
calculation methods are evaluated for two types of storage technologies
(Vanadium Redox Battery (VRB) and Lithium-ion) with real-life data. It shows
that the marginal LCOE and LCOD indices can be used to assist policymakers to
consider the discount rate and the type of storage technology for a cost
effective renewable storage energy system.",arxiv,Energy Economics,2016,"Africa, Kenya"
199,199,A Geostatistical Framework for Combining Spatially Referenced Disease Prevalence Data from Multiple Diagnostics,"Benjamin Amoah, Emanuele Giorgi, Peter Diggle",2018-08-09,http://arxiv.org/pdf/1808.03141v1,"Multiple diagnostic tests are often used due to limited resources or because
they provide complementary information on the epidemiology of a disease under
investigation. Existing statistical methods to combine prevalence data from
multiple diagnostics ignore the potential over-dispersion induced by the
spatial correlations in the data. To address this issue, we develop a
geostatistical framework that allows for joint modelling of data from multiple
diagnostics by considering two main classes of inferential problems: (1) to
predict prevalence for a gold-standard diagnostic using low-cost and
potentially biased alternative tests; (2) to carry out joint prediction of
prevalence from multiple tests. We apply the proposed framework to two case
studies: mapping Loa loa prevalence in Central and West Africa, using
miscroscopy and a questionnaire-based test called RAPLOA; mapping Plasmodium
falciparum malaria prevalence in the highlands of Western Kenya using
polymerase chain reaction and a rapid diagnostic test. We also develop a Monte
Carlo procedure based on the variogram in order to identify parsimonious
geostatistical models that are compatible with the data. Our study highlights
(i) the importance of accounting for diagnostic-specific residual spatial
variation and (ii) the benefits accrued from joint geostatistical modelling so
as to deliver more reliable and precise inferences on disease prevalence.",arxiv,Epidemiology,2018,"Central and West Africa, Kenya"
200,200,IS-COUNT: Large-scale Object Counting from Satellite Images with Covariate-based Importance Sampling,"Chenlin Meng, Enci Liu, Willie Neiswanger, Jiaming Song, Marshall Burke, David Lobell, Stefano Ermon",2021-12-16,http://arxiv.org/pdf/2112.09126v1,"Object detection in high-resolution satellite imagery is emerging as a
scalable alternative to on-the-ground survey data collection in many
environmental and socioeconomic monitoring applications. However, performing
object detection over large geographies can still be prohibitively expensive
due to the high cost of purchasing imagery and compute. Inspired by traditional
survey data collection strategies, we propose an approach to estimate object
count statistics over large geographies through sampling. Given a cost budget,
our method selects a small number of representative areas by sampling from a
learnable proposal distribution. Using importance sampling, we are able to
accurately estimate object counts after processing only a small fraction of the
images compared to an exhaustive approach. We show empirically that the
proposed framework achieves strong performance on estimating the number of
buildings in the United States and Africa, cars in Kenya, brick kilns in
Bangladesh, and swimming pools in the U.S., while requiring as few as 0.01% of
satellite images compared to an exhaustive approach.",arxiv,Computer Vision,2021,"United States, Africa, Kenya, Bangladesh"
201,201,Forecasting vegetation condition for drought early warning systems in pastoral communities in Kenya,"Adam B. Barrett, Steven Duivenvoorden, Edward E. Salakpi, James M. Muthoka, John Mwangi, Seb Oliver, Pedram Rowhani",2019-11-23,http://arxiv.org/pdf/1911.10339v2,"Droughts are a recurring hazard in sub-Saharan Africa, that can wreak huge
socioeconomic costs.Acting early based on alerts provided by early warning
systems (EWS) can potentially provide substantial mitigation, reducing the
financial and human cost. However, existing EWS tend only to monitor current,
rather than forecast future, environmental and socioeconomic indicators of
drought, and hence are not always sufficiently timely to be effective in
practice. Here we present a novel method for forecasting satellite-based
indicators of vegetation condition. Specifically, we focused on the 3-month
Vegetation Condition Index (VCI3M) over pastoral livelihood zones in Kenya,
which is the indicator used by the Kenyan National Drought Management
Authority(NDMA). Using data from MODIS and Landsat, we apply linear
autoregression and Gaussian process modeling methods and demonstrate high
forecasting skill several weeks ahead. As a benchmark we predicted the drought
alert marker used by NDMA (VCI3M<35). Both of our models were able to predict
this alert marker four weeks ahead with a hit rate of around 89% and a false
alarm rate of around 4%, or 81% and 6% respectively six weeks ahead. The
methods developed here can thus identify a deteriorating vegetation condition
well and sufficiently in advance to help disaster risk managers act early to
support vulnerable communities and limit the impact of a drought hazard.",arxiv,Environmental Science,2019,Kenya
202,202,The Role of User-Agent Interactions on Mobile Money Practices in Kenya and Tanzania,"Karen Sowon, Edith Luhanga, Lorrie Faith Cranor, Giulia Fanti, Conrad Tucker, Assane Gueye",2023-09-01,http://arxiv.org/pdf/2309.00226v1,"Digital financial services have catalyzed financial inclusion in Africa.
Commonly implemented as a mobile wallet service referred to as mobile money
(MoMo), the technology provides enormous benefits to its users, some of whom
have long been unbanked. While the benefits of mobile money services have
largely been documented, the challenges that arise -- especially in the
interactions between human stakeholders -- remain relatively unexplored. In
this study, we investigate the practices of mobile money users in their
interactions with mobile money agents. We conduct 72 structured interviews in
Kenya and Tanzania (n=36 per country). The results show that users and agents
design workarounds in response to limitations and challenges that users face
within the ecosystem. These include advances or loans from agents, relying on
the user-agent relationships in place of legal identification requirements, and
altering the intended transaction execution to improve convenience. Overall,
the workarounds modify one or more of what we see as the core components of
mobile money: the user, the agent, and the transaction itself. The workarounds
pose new risks and challenges for users and the overall ecosystem. The results
suggest a need for rethinking privacy and security of various components of the
ecosystem, as well as policy and regulatory controls to safeguard interactions
while ensuring the usability of mobile money.",arxiv,Economics,2023,"Kenya, Tanzania"
203,203,Design and Evaluation of Privacy-Preserving Protocols for Agent-Facilitated Mobile Money Services in Kenya,"Karen Sowon, Collins W. Munyendo, Lily Klucinec, Eunice Maingi, Gerald Suleh, Lorrie Faith Cranor, Giulia Fanti, Conrad Tucker, Assane Gueye",2024-12-25,http://arxiv.org/pdf/2412.18716v1,"Mobile Money (MoMo), a technology that allows users to complete digital
financial transactions using a mobile phone without requiring a bank account,
has become a common method for processing financial transactions in Africa and
other developing regions. Operationally, users can deposit (exchange cash for
mobile money tokens) and withdraw with the help of human agents who facilitate
a near end-to-end process from customer onboarding to authentication and
recourse. During deposit and withdraw operations, know-your-customer (KYC)
processes require agents to access and verify customer information such as name
and ID number, which can introduce privacy and security risks. In this work, we
design alternative protocols for mobile money deposits and withdrawals that
protect users' privacy while enabling KYC checks. These workflows redirect the
flow of sensitive information from the agent to the MoMo provider, thus
allowing the agent to facilitate transactions without accessing a customer's
personal information. We evaluate the usability and efficiency of our proposed
protocols in a role play and semi-structured interview study with 32 users and
15 agents in Kenya. We find that users and agents both generally appear to
prefer the new protocols, due in part to convenient and efficient verification
using biometrics, better data privacy and access control, as well as better
security mechanisms for delegated transactions. Our results also highlight some
challenges and limitations that suggest the need for more work to build
deployable solutions.",arxiv,Computer Science,2024,Kenya
204,204,"Time-dependent and time-independent SIR models applied to the COVID-19 outbreak in Argentina, Brazil, Colombia, Mexico and South Africa","Nana Geraldine Cabo Bizet, Damián Kaloni Mayorga Peña",2020-06-22,http://arxiv.org/pdf/2006.12479v1,"We consider the SIR epidemiological model applied to the evolution of
COVID-19 with two approaches. In the first place we fit a global SIR model,
with time delay, and constant parameters throughout the outbreak, including the
contagion rate. The contention measures are reflected on an effective reduced
susceptible population $N_{eff}$. In the second approach we consider a
time-dependent contagion rate that reflects the contention measures either
through a step by step fitting process or by following an exponential decay. In
this last model the population is considered the one of the country $N$. In the
linear region of the differential equations, when the total population $N$ is
large the predictions are independent of $N$. We apply these methodologies to
study the spread of the pandemic in Argentina, Brazil, Colombia, Mexico, and
South Africa for which the infection peaks are yet to be reached. In all of
these cases we provide estimates for the reproduction and recovery rates. The
scenario for a time varying contagion rate is optimistic, considering that
reasonable measures are taken such that the reproduction factor $R_0$ decreases
exponentially. The measured values for the recovery rate $\gamma$ are reported
finding a universality of this parameter over various countries. We discuss the
correspondence between the global SIR with effective population $N_{eff}$ and
the evolution of the time local SIR.",arxiv,Epidemiology,2020,"Argentina, Brazil, Colombia, Mexico, South Africa"
205,205,Surrogate Parameters Optimization for Data and Model Fusion of COVID-19 Time-series Data,"Timilehin Ogundare, Terence Van Zyl",2021-09-09,http://arxiv.org/pdf/2109.04207v1,"Our research focuses on developing a computational framework to simulate the
transmission dynamics of COVID-19 pandemic. We examine the development of a
system named ADRIANA for the simulation using South Africa as a case study. The
design of the ADRIANA system interconnects three sub-models to establish a
computational technique to advise policy regarding lockdown measures to reduce
the transmission pattern of COVID-19 in South Africa. Additionally, the output
of the ADRIANA can be used by healthcare administration to predict peak demand
time for resources needed to treat infected individuals. ABM is suited for our
research experiment, but to prevent the computational constraints of using
ABM-based framework for this research, we develop an SEIR compartmental model,
a discrete event simulator, and an optimized surrogate model to form a system
named ADRIANA. We also ensure that the surrogate's findings are accurate enough
to provide optimal solutions. We use the Genetic Algorithm (GA) for the
optimization by estimating the optimal hyperparameter configuration for the
surrogate. We concluded this study by discussing the solutions presented by the
ADRIANA system, which aligns with the primary goal of our study to present an
optimal guide to lockdown policy by the government and resource management by
the hospital administrators.",arxiv,Data Science,2021,South Africa
206,206,DepthwiseGANs: Fast Training Generative Adversarial Networks for Realistic Image Synthesis,"Mkhuseli Ngxande, Jules-Raymond Tapamo, Michael Burke",2019-03-06,http://arxiv.org/pdf/1903.02225v1,"Recent work has shown significant progress in the direction of synthetic data
generation using Generative Adversarial Networks (GANs). GANs have been applied
in many fields of computer vision including text-to-image conversion, domain
transfer, super-resolution, and image-to-video applications. In computer
vision, traditional GANs are based on deep convolutional neural networks.
However, deep convolutional neural networks can require extensive computational
resources because they are based on multiple operations performed by
convolutional layers, which can consist of millions of trainable parameters.
Training a GAN model can be difficult and it takes a significant amount of time
to reach an equilibrium point. In this paper, we investigate the use of
depthwise separable convolutions to reduce training time while maintaining data
generation performance. Our results show that a DepthwiseGAN architecture can
generate realistic images in shorter training periods when compared to a
StarGan architecture, but that model capacity still plays a significant role in
generative modelling. In addition, we show that depthwise separable
convolutions perform best when only applied to the generator. For quality
evaluation of generated images, we use the Fr\'echet Inception Distance (FID),
which compares the similarity between the generated image distribution and that
of the training dataset.",arxiv,Computer Science,2019,No country is mentioned in the abstract.
207,207,Hierarchical Deep Learning Ensemble to Automate the Classification of Breast Cancer Pathology Reports by ICD-O Topography,"Waheeda Saib, David Sengeh, Gcininwe Dlamini, Elvira Singh",2020-08-28,http://arxiv.org/pdf/2008.12571v1,"Like most global cancer registries, the National Cancer Registry in South
Africa employs expert human coders to label pathology reports using appropriate
International Classification of Disease for Oncology (ICD-O) codes spanning 42
different cancer types. The annotation is extensive for the large volume of
cancer pathology reports the registry receives annually from public and private
sector institutions. This manual process, coupled with other challenges results
in a significant 4-year lag in reporting of annual cancer statistics in South
Africa. We present a hierarchical deep learning ensemble method incorporating
state of the art convolutional neural network models for the automatic
labelling of 2201 de-identified, free text pathology reports, with appropriate
ICD-O breast cancer topography codes across 8 classes. Our results show an
improvement in primary site classification over the state of the art CNN model
by greater than 14% for F1 micro and 55% for F1 macro scores. We demonstrate
that the hierarchical deep learning ensemble improves on state-of-the-art
models for ICD-O topography classification in comparison to a flat multiclass
model for predicting ICD-O topography codes for pathology reports.",arxiv,Computer Science,2020,South Africa
208,208,"Hot, dense He II outflows during the 2017 outburst of the X-ray transient Swift J1357.2-0933","Phil Charles, James H. Matthews, David A. H. Buckley, Poshak Gandhi, Enrico Kotze, John Paice",2019-08-01,http://arxiv.org/pdf/1908.00320v2,"Time-resolved SALT spectra of the short-period, dipping X-ray transient,
Swift J1357.2-0933, during its 2017 outburst has revealed broad Balmer and
HeII4686 absorption features, blue-shifted by ~600 km/s. Remarkably these
features are also variable on the ~500s dipping period, indicating their likely
association with structure in the inner accretion disc. We interpret this as
arising in a dense, hot (>~30,000K) outflowing wind seen at very high
inclination, and draw comparisons with other accretion disc corona sources. We
argue against previous distance estimates of 1.5 kpc and favour a value >~6
kpc, implying an X-ray luminosity L_X>~4x10^{36} erg/s$. Hence it is not a very
faint X-ray transient. Our preliminary 1D Monte-Carlo radiative transfer and
photoionization calculations support this interpretation, as they imply a high
intrinsic L_X, a column density N_H>~10^{24} cm^{-2} and a low covering factor
for the wind. Our study shows that Swift J1357.2-0933 is truly remarkable
amongst the cohort of luminous, galactic X-ray binaries, showing the first
example of He II absorption, the first (and only) variable dip period and is
possibly the first black hole 'accretion disc corona' candidate.",arxiv,Astrophysics,2019,None
209,209,Toward Collaborative Reinforcement Learning Agents that Communicate Through Text-Based Natural Language,"Kevin Eloff, Herman A. Engelbrecht",2021-07-20,http://arxiv.org/pdf/2107.09356v2,"Communication between agents in collaborative multi-agent settings is in
general implicit or a direct data stream. This paper considers text-based
natural language as a novel form of communication between multiple agents
trained with reinforcement learning. This could be considered first steps
toward a truly autonomous communication without the need to define a limited
set of instructions, and natural collaboration between humans and robots.
Inspired by the game of Blind Leads, we propose an environment where one agent
uses natural language instructions to guide another through a maze. We test the
ability of reinforcement learning agents to effectively communicate through
discrete word-level symbols and show that the agents are able to sufficiently
communicate through natural language with a limited vocabulary. Although the
communication is not always perfect English, the agents are still able to
navigate the maze. We achieve a BLEU score of 0.85, which is an improvement of
0.61 over randomly generated sequences while maintaining a 100% maze completion
rate. This is a 3.5 times the performance of the random baseline using our
reference set.",arxiv,Computer Science,2021,No country is mentioned in the abstract.
210,210,The Decision Criteria Used by Large Enterprises in South Africa for the Adoption of Cloud Computing,"Tseriwa Bakasa, Ayanda Pekane",2021-08-22,http://arxiv.org/pdf/2108.09757v1,"Cloud computing is a technology that has become increasingly popular over the
past decade within several enterprises. This popularity can be attributed to
its benefits, including lower operating costs, improved computational
capabilities, increased flexibility and on-demand storage space. As a result,
many enterprises are already in various Cloud Computing (CC) adoption and
implementation stages. This study investigates the decision criteria used by
large enterprises in South Africa (SA) for the adoption of cloud technology.
The majority of large enterprises have comprehensive resources, resulting in
established Information Technology (IT) systems and infrastructure set up
within their organizations. Though this is the case, the adoption of CC by
large enterprises has been on the rise. This may not be a surprise as CC
literature points out to benefits and influencers of CC adoption. However, the
decision criteria used by large enterprises in SA in adopting CC are lacking in
the literature reviewed. The study followed an inductive approach making use of
qualitative methods. Findings revealed that large enterprises do not make use
of a formalized or standardized decision criteria. However, operational cost,
enterprise strategic intent and product efficiency formed key criteria for
adopting CC. In addition, security, cloud service provider adoption frameworks
and data sovereignty were the key criteria used to select a CC service
provider. The research will contribute towards CC technology adoption
literature, particularly for developing countries.",arxiv,Information Technology,2021,South Africa
211,211,Sculpting stories: methods to unsettle knowledge production in disasters,Ragus E.,2025-03-04,http://dx.doi.org/10.1108/DPM-01-2024-0034,"PurposeThis study examines the application of arts-based research (ABR) methods in producing knowledge about the lived experiences of disasters, particularly focusing on the effects of flooding in an informal settlement in South Africa. It emphasizes the use of playdough sculpting as a tool for storytelling, aiming to address and reduce power imbalances between local participants and external researchers.Design/methodology/approachThe study employed a qualitative approach, using playdough sculpting workshops conducted in the Quarry Road West informal settlement in Durban. These workshops were designed to capture the personal stories of individuals affected by the 2022 Durban floods. Data were collected through participant observation, photography and interviews, and were analyzed using a thematic framework to identify recurring patterns in the participants’ disaster experiences.FindingsThe research demonstrates that ABR methods, particularly playdough sculpting, effectively foster participatory engagement in disaster research. This method provided a platform for participants to describe their embodied experiences of the floods, addressing uneven epistemological power dynamics. It also highlighted the potential of ABR in facilitating the decolonization of disaster research by centering local narratives.Originality/valueThis study offers insights into the potential of ABR as a creative methodology in disaster research. It highlights how ABR can complement traditional research approaches by incorporating local perspectives and fostering more inclusive knowledge production in the context of disasters. The study also presents a ten-step guideline for applying playdough sculpting across various disciplines.",scopus,Disaster Studies,2025,South Africa
212,212,Waste Work in the Global South: Exploring Activity Theory as a Framework for Understanding Distributed Roles of Intermediaries in Cape Town’s Urban Waste Economy,Goeiman J.,2025-03-01,http://dx.doi.org/10.1007/s12132-024-09518-1,"Abstract
Waste work in cities of the Global South is arranged with myriad actors, both formal and informal, who individually and collectively, and to varying capacities, play a distinctive yet interconnected role in the urban waste economy. These roles are interrelated and involve the management, movement and monetisation of recyclable waste. However, given the complexity of infrastructure(s), technology as well as urban socio-spatial stratification within contexts of the Global South, conventional frameworks that seek to explain waste work have limited capacity in delineating the varying role(s) of actors within a community of practice and how these roles are continuously changing through mutual interconnections and adaptation. This article explores Activity Theory as a framework for understanding how the role(s) of actors are continuously negotiated through mediating factors such as (i) technology/infrastructure; (ii) rules and regulations; (iii) community of actors and (iv) the division of labour. This article draws on an ethnographic case of intermediary waste workers within Cape Town’s urban waste economy, and rather than focussing on the role of individual actor(s) as (an) isolated element(s), this article embeds their individual roles in relation to a composite network of actors. The results of this article demonstrate how the role(s) of actors doing waste work are non-linear and are continuously mediated through their relations with technology, infrastructure and their interconnections with other actors. Moreover, this article provides holistic insight into new forms of knowledge production through waste work in the Global South, collaboration among myriad actors and the development of common consciousness toward the transformation and valorisation of waste.",scopus,Environmental Studies,2025,South Africa
213,213,No-Organization: Confronting the “It” of antiblackness in scholarship on Africa,Cruz J.M.,2025-03-01,http://dx.doi.org/10.1177/13505084241295751," This essay explores anti-Blackness and how it structures knowledge production about Africa. It introduces “No-Organization” or the “it” as an invisible discursive frame that constructs the continent as a space devoid of Organization. I use No-Organization to reengage two scholarly approaches invested in decentering the West and addressing the erasure of Africa in Organization Studies. The first approach deconstructs Western-centric representations in the literature, while the second one generates studies better attuned to African contexts and theories. I claim that both approaches overlook the deeper antiblack knowledge structure in which misrepresentations and contextual research exist. I offer No-Organization as a third approach, which allows us to grasp the unpalpable and recover expressions of Black and African social life in scholarly work. ",scopus,African Studies,2025,Africa
214,214,“Going beyond the call of duty”: academic agency and promoting transformation for sustainability in higher education,Idahosa G.E.o.,2025-01-02,http://dx.doi.org/10.1108/IJSHE-09-2023-0454,"
Purpose
In the past decade, against increasing global inequality, higher education has grappled with increased demands for social justice, transformation and decolonisation. While a lot of research in South Africa has focused on the (im)possibilities of fostering racial, gendered, socio-economic and cultural change, the connection of such change to questions of sustainability has been less explored. The purpose of this paper is to specifically explore the agency of academics to foster transformative initiatives for sustainability within the context of institutions historically serving under-represented populations.


Design/methodology/approach
Using a qualitative methodology, this paper highlights the importance of considering sustainability in processes of transformation. This paper is specifically interested in how academic faculty and those in assigned leadership positions view their agency in relation to promoting transformation for sustainability at the institutional level. Drawing on data generated from semi-structured interviews with 13 participants at an historically Black university in South Africa, this paper details academics' and leaders’ experiences and perceptions of their agency.


Findings
This study reveals the adverse interactional dynamics within higher education institutions, which negatively impact academics’ participation as key agents in change processes. Positional and identity challenges faced reveal the persistence of colonial and apartheid legacies of racism, sexism, Afrophobia and xenophobia – which casts a shadow on possible trajectories of transformation and sustainability. This has serious implications for the common good, given South Africa's regional import for knowledge production and decolonisation within universities; its key role in the African 2063 Agenda; and the wider global Sustainable Development agenda.


Originality/value
This study highlights insufficient engagement with the sustainability of transformation efforts within the context of South Africa. This study also emphasises the relation between transformation imperatives and racial, socio-economic, gender and epistemic justice imperatives of sustainable development.
",scopus,Education,2025,South Africa
215,215,Gender equality among medical and dental academic researchers in West Africa: a theoretical analysis of a compendium of research,Foláyan M.O.,2025-01-01,http://dx.doi.org/10.3389/froh.2025.1373404,"BackgroundThis study conducted theoretical analyses of the findings of a study on gender disparities in research productivity and leadership in medical and dental research institutions in Nigeria. The aim was to highlight the connectedness of the study findings, and to develop a conceptual framework that can inform future studies on gender equity in academia across West Africa.MethodsA content analysis of the research outputs was conducted using four theoretical frameworks to assess the alignment of the study findings with gender equality goals. The research examined policy effectiveness and institutional practices using the 2008 USAID Gender Equality Framework; analyzed how personal traits, societal expectations, and organizational practices intersect using Fagenson's Theory of Gender and Career Development; uncovered gendered power dynamics and inform strategies for institutional reform using the Feminist Institutionalism Analytical Lens; and shed light on disparities in mentorship, collaboration, and academic publishing using the Academic Literacies Theory.ResultsThe key domains influencing gender inequality and requiring targeted actions are: first, the patriarchal societal, cultural, and religious values that shape gender roles, restricting women's career advancement. Second, institutional policies and organizational culture that limits female leadership and research productivity. Third, individual and generational perspectives influence advocacy, with younger individuals recognizing inequality more readily. Research productivity and leadership disparities can be addressed through mentorship and training programs for early-career researchers that foster the development of gender-sensitive advocates. The developed conceptual framework outlines three core research and action domains—societal, institutional, and individual factors—and their sub-factors, alongside targeted interventions influencing gender inequality, proposed targeted recommendations and expected outcomes.ConclusionsThe findings emphasize the multifaceted nature of gender disparities. Strategic actions are needed to address the issues that foster gender equality in medical and dental research institutions, and to support female researchers in West Africa. These actions should focus on the younger generations to drive needed changes.",scopus,Gender Studies,2025,Nigeria
216,216,Reproducing Inequality: Collaboration Habitus and its Epistemic Implications in African-European Research Projects on Forests,Koch S.,2025-01-01,http://dx.doi.org/10.1007/s11024-025-09570-6,"Abstract
Despite shifts in science policy and funding modalities, international research collaborations continue to be shaped by inequalities that structure global science. These include a skewed division of tasks and unequal scientific authority in North-South partnerships. Existing scholarship highlights scholars’ experiences of such inequalities, but offers little explanation of how they are reproduced and affect joint knowledge production.
We address this gap with an empirical study of six African-European research projects on forests. Drawing on Bourdieu’s sociology of science, we employ a praxeological methodology that includes participant observation in collaborative meetings, analysis of project-related documents and reflexive interviews with scholars involved. We show discrepancies between how collaborators’ relations were designed and practiced: Even when projects had been set up as equal partnerships aimed at joint knowledge making, the emerging collaboration orders tended to reflect differential roles and unequal authority in epistemic choices. While African scholars exerted authority over field work, European scholars directed the ‘how to’ of conducting forest governance research. We explain the continuity of this pattern with Bourdieu’s notion of the habitus: a practical sense of roles scholars have internalised, resulting from their positions in global science and the capitals (economic, scientific, social, symbolic) they are endowed with.
The study illuminates how and why inequalities in research collaborations persist, regardless of formal project constellations and contrary to individual intentions. It highlights the potential of Bourdieusian theory for empirical science studies, with habitus as a concept explaining discrepancies between desired forms of collaboration and actual collaboration practice.",scopus,Sociology,2025,"African, European"
217,217,"Evaluation of New Zealand's Radiology, Nuclear Medicine, and Medical Imaging Research Output: A Bibliometric-Based Approach",Li V.,2025-01-01,http://dx.doi.org/10.1002/jmrs.875,"ABSTRACTIntroductionThe use of medical imaging services has increased globally with a concurrent increase in radiology, nuclear medicine and medical imaging (RNMI) research. However, New Zealand's RNMI research output relative to global trends is under‐examined. This project evaluates New Zealand's RNMI research output between 1996 and 2022 compared to selected countries while highlighting global RNMI research output trends.MethodsA bibliometric‐based performance analysis was conducted using publication data from the SCImago Journal, the Country Rank portal, Clarivate InCites Benchmarking, and the Analytics platform. Registration data of RNMI professionals by country was collected to evaluate the relationship between research output and the number of registered professionals.ResultsAmong the seven selected countries (the United States, United Kingdom, Canada, Australia, Ireland, New Zealand and South Africa), New Zealand's research output was low, even when adjusted for population size and the number of professionals. A significant positive correlation was found between the number of registered RNMI professionals and the number of RNMI publications. Despite this, New Zealand had the highest percentage of RNMI documents cited.ConclusionAlthough New Zealand's RNMI publications follow the global upward trend, it does so at a proportionate loss. New Zealand ranked low in most bibliometric indicators apart from the percentage of documents cited, where it showed a notable citation impact. Emphasising research, increasing collaborative efforts, and undertaking further statistical analyses may enhance New Zealand's RNMI research output.",scopus,Medical Imaging,2025,"New Zealand, United States, United Kingdom, Canada, Australia, Ireland, South Africa"
